hour,day,month,is_weekend,is_rush_hour,is_holiday,temp_celsius,rain_1h,snow_1h,clouds_all,weather_code,traffic_volume,congestion_level,congestion_code
21,1,4,0,0,1,-0.839999999999975,0.0,0.0,40,1,2407,Medium,1
22,1,4,0,0,1,-1.6399999999999864,0.0,0.0,75,1,1618,Low,0
23,1,4,0,0,1,-2.1899999999999977,0.0,0.0,40,1,987,Low,0
0,2,4,0,0,1,-2.7999999999999545,0.0,0.0,40,1,564,Low,0
1,2,4,0,0,1,-3.3700000000000045,0.0,0.0,75,1,316,Low,0
2,2,4,0,0,1,-3.7799999999999727,0.0,0.0,75,1,269,Low,0
3,2,4,0,0,1,-4.599999999999966,0.0,0.0,20,1,366,Low,0
4,2,4,0,0,1,-5.229999999999961,0.0,0.0,1,0,804,Low,0
5,2,4,0,0,1,-6.189999999999998,0.0,0.0,1,0,2651,Medium,1
6,2,4,0,0,1,-6.659999999999968,0.0,0.0,1,0,5691,High,2
7,2,4,0,1,1,-6.8799999999999955,0.0,0.0,20,1,6505,High,2
8,2,4,0,1,1,-5.479999999999961,0.0,0.0,20,1,6023,High,2
9,2,4,0,1,1,-3.519999999999982,0.0,0.0,20,1,5221,High,2
10,2,4,0,0,1,-0.9399999999999977,0.0,0.0,20,1,4502,High,2
11,2,4,0,0,1,0.5500000000000114,0.0,0.0,20,1,4836,High,2
12,2,4,0,0,1,2.1200000000000045,0.0,0.0,20,1,5017,High,2
13,2,4,0,0,1,3.090000000000032,0.0,0.0,75,1,5025,High,2
14,2,4,0,0,1,4.240000000000009,0.0,0.0,90,1,5340,High,2
15,2,4,0,0,1,4.7900000000000205,0.0,0.0,75,1,5834,High,2
16,2,4,0,1,1,5.07000000000005,0.0,0.0,90,1,6641,High,2
17,2,4,0,1,1,4.8799999999999955,0.0,0.0,90,1,6252,High,2
19,2,4,0,0,1,3.840000000000032,0.0,0.0,90,1,3282,Medium,1
20,2,4,0,0,1,3.5,0.0,0.0,90,1,2758,Medium,1
21,2,4,0,0,1,3.2100000000000364,0.0,0.0,90,1,2408,Medium,1
22,2,4,0,0,1,3.150000000000034,0.0,0.0,90,1,1652,Low,0
23,2,4,0,0,1,3.2100000000000364,0.0,0.0,90,1,1008,Low,0
0,3,4,0,0,1,3.2600000000000477,0.0,0.0,90,1,592,Low,0
1,3,4,0,0,1,3.4500000000000455,0.0,0.0,90,1,335,Low,0
2,3,4,0,0,1,3.4500000000000455,0.0,0.0,90,1,260,Low,0
3,3,4,0,0,1,3.1899999999999977,0.0,0.0,90,1,355,Low,0
4,3,4,0,0,1,3.080000000000041,0.0,0.0,90,1,786,Low,0
5,3,4,0,0,1,2.7100000000000364,0.25,0.0,90,6,2663,Medium,1
6,3,4,0,0,1,1.9600000000000364,0.25,0.0,90,6,5477,High,2
7,3,4,0,1,1,1.32000000000005,0.0,0.0,90,1,6421,High,2
8,3,4,0,1,1,0.9900000000000091,0.0,0.0,90,1,5565,High,2
9,3,4,0,1,1,0.7200000000000273,0.0,0.0,90,1,5060,High,2
10,3,4,0,0,1,0.75,0.32,0.0,90,6,4526,High,2
11,3,4,0,0,1,1.07000000000005,0.25,0.0,90,6,4788,High,2
12,3,4,0,0,1,1.3799999999999955,0.25,0.0,90,6,5062,High,2
13,3,4,0,0,1,1.3600000000000136,0.25,0.0,90,6,5083,High,2
14,3,4,0,0,1,1.080000000000041,0.76,0.0,90,6,5174,High,2
15,3,4,0,0,1,0.57000000000005,0.52,0.0,90,6,5454,High,2
16,3,4,0,1,1,0.3100000000000023,0.28,0.0,90,6,5835,High,2
17,3,4,0,1,1,-0.03999999999996362,0.25,0.0,90,6,5329,High,2
18,3,4,0,1,1,-0.23999999999995225,0.38,0.0,90,6,3439,Medium,1
19,3,4,0,0,1,-0.37999999999999545,0.51,0.0,90,6,2472,Medium,1
20,3,4,0,0,1,-0.47999999999996135,0.64,0.0,90,6,2004,Medium,1
21,3,4,0,0,1,-0.9099999999999682,3.05,0.0,90,6,1888,Low,0
22,3,4,0,0,1,-1.4099999999999682,3.05,0.0,90,6,1548,Low,0
23,3,4,0,0,1,-1.5199999999999818,2.03,0.0,90,6,1100,Low,0
0,4,4,0,0,1,-1.7999999999999545,2.29,0.0,90,6,528,Low,0
1,4,4,0,0,1,-2.089999999999975,2.03,0.0,90,6,375,Low,0
2,4,4,0,0,1,-2.329999999999984,1.02,0.0,90,6,305,Low,0
3,4,4,0,0,1,-2.409999999999968,0.0,0.0,90,1,355,Low,0
4,4,4,0,0,1,-2.579999999999984,0.0,0.0,90,1,736,Low,0
5,4,4,0,0,1,-3.1899999999999977,0.25,0.0,90,6,2085,Medium,1
6,4,4,0,0,1,-3.4699999999999704,0.0,0.0,90,1,3287,Medium,1
7,4,4,0,1,1,-3.259999999999991,0.0,0.0,90,1,2578,Medium,1
8,4,4,0,1,1,-2.7899999999999636,0.51,0.0,90,6,3305,Medium,1
9,4,4,0,1,1,-2.079999999999984,0.51,0.0,90,6,3869,Medium,1
10,4,4,0,0,1,-1.079999999999984,0.51,0.0,90,6,3148,Medium,1
11,4,4,0,0,1,-0.08999999999997499,0.76,0.0,90,6,3462,Medium,1
12,4,4,0,0,1,0.910000000000025,0.57,0.0,90,6,3907,Medium,1
13,4,4,0,0,1,1.740000000000009,1.11,0.0,90,6,4124,Medium,1
14,4,4,0,0,1,2.660000000000025,2.13,0.0,90,6,4561,High,2
15,4,4,0,0,1,3.640000000000043,2.1,0.0,75,6,4811,High,2
16,4,4,0,1,1,4.150000000000034,1.63,0.0,40,6,5663,High,2
17,4,4,0,1,1,4.6200000000000045,1.38,0.0,20,6,5084,High,2
18,4,4,0,1,1,4.740000000000009,0.96,0.0,20,6,4103,Medium,1
19,4,4,0,0,1,4.460000000000036,0.51,0.0,1,6,3271,Medium,1
20,4,4,0,0,1,3.0400000000000205,0.32,0.0,1,6,2758,Medium,1
21,4,4,0,0,1,1.740000000000009,0.0,0.0,1,0,2625,Medium,1
22,4,4,0,0,1,0.7000000000000455,0.0,0.0,1,0,2726,Medium,1
23,4,4,0,0,1,0.1400000000000432,0.25,0.0,1,6,1665,Low,0
0,5,4,1,0,1,-0.39999999999997726,0.0,0.0,1,0,1102,Low,0
1,5,4,1,0,1,-1.079999999999984,0.0,0.0,1,0,666,Low,0
2,5,4,1,0,1,-1.7999999999999545,0.0,0.0,1,0,567,Low,0
3,5,4,1,0,1,-2.75,0.0,0.0,1,0,377,Low,0
4,5,4,1,0,1,-3.3100000000000023,0.0,0.0,1,0,363,Low,0
5,5,4,1,0,1,-4.019999999999982,0.0,0.0,1,0,664,Low,0
6,5,4,1,0,1,-4.75,0.0,0.0,1,0,1284,Low,0
7,5,4,1,0,1,-5.109999999999957,0.0,0.0,40,1,1972,Low,0
8,5,4,1,0,1,-3.599999999999966,0.0,0.0,40,1,2974,Medium,1
9,5,4,1,0,1,-1.4099999999999682,0.25,0.0,40,6,3813,Medium,1
10,5,4,1,0,1,1.3900000000000432,0.41,0.0,20,6,4232,Medium,1
11,5,4,1,0,1,3.140000000000043,0.51,0.0,1,6,4497,Medium,1
12,5,4,1,0,1,4.460000000000036,0.57,0.0,1,6,4949,High,2
13,5,4,1,0,1,5.640000000000043,0.81,0.0,1,6,4559,High,2
14,5,4,1,0,1,6.720000000000027,0.76,0.0,1,6,4847,High,2
15,5,4,1,0,1,7.610000000000014,0.25,0.0,40,6,4696,High,2
16,5,4,1,0,1,8.470000000000027,0.0,0.0,40,1,4665,High,2
17,5,4,1,0,1,8.720000000000027,0.0,0.0,40,1,4267,Medium,1
18,5,4,1,0,1,8.410000000000025,0.0,0.0,75,1,4117,Medium,1
19,5,4,1,0,1,7.9500000000000455,0.0,0.0,75,1,3247,Medium,1
20,5,4,1,0,1,7.1299999999999955,0.0,0.0,75,1,2749,Medium,1
21,5,4,1,0,1,6.4500000000000455,0.0,0.0,75,1,4046,Medium,1
22,5,4,1,0,1,5.9500000000000455,0.0,0.0,40,1,3949,Medium,1
23,5,4,1,0,1,5.340000000000032,0.0,0.0,20,1,2277,Medium,1
0,6,4,1,0,1,4.9500000000000455,0.0,0.0,20,1,1277,Low,0
1,6,4,1,0,1,5.0400000000000205,0.0,0.0,75,1,793,Low,0
2,6,4,1,0,1,5.270000000000039,0.0,0.0,75,1,574,Low,0
3,6,4,1,0,1,5.5400000000000205,0.0,0.0,75,1,376,Low,0
4,6,4,1,0,1,5.6200000000000045,0.0,0.0,75,1,297,Low,0
5,6,4,1,0,1,5.420000000000016,0.0,0.0,20,1,443,Low,0
6,6,4,1,0,1,5.060000000000002,0.0,0.0,40,1,723,Low,0
7,6,4,1,0,1,4.890000000000043,0.0,0.0,75,1,1095,Low,0
8,6,4,1,0,1,5.240000000000009,0.0,0.0,40,1,1715,Low,0
9,6,4,1,0,1,6.560000000000002,0.0,0.0,40,1,2682,Medium,1
10,6,4,1,0,1,8.060000000000002,0.0,0.0,20,1,3515,Medium,1
11,6,4,1,0,1,9.660000000000025,0.0,0.0,1,0,3703,Medium,1
12,6,4,1,0,1,10.910000000000025,0.0,0.0,1,0,4241,Medium,1
13,6,4,1,0,1,12.270000000000039,0.0,0.0,1,0,4522,High,2
14,6,4,1,0,1,13.510000000000048,0.0,0.0,1,0,4215,Medium,1
15,6,4,1,0,1,15.150000000000034,0.0,0.0,1,0,4232,Medium,1
16,6,4,1,0,1,15.53000000000003,0.0,0.0,20,1,4242,Medium,1
17,6,4,1,0,1,15.840000000000032,0.0,0.0,20,1,3979,Medium,1
18,6,4,1,0,1,15.650000000000034,0.0,0.0,20,1,3525,Medium,1
19,6,4,1,0,1,15.04000000000002,0.0,0.0,20,1,3027,Medium,1
20,6,4,1,0,1,12.740000000000009,0.0,0.0,20,1,2643,Medium,1
21,6,4,1,0,1,8.900000000000034,0.0,0.0,75,1,2131,Medium,1
22,6,4,1,0,1,7.78000000000003,0.0,0.0,90,1,1753,Low,0
23,6,4,1,0,1,7.650000000000034,0.0,0.0,90,1,1039,Low,0
0,0,4,0,0,1,8.220000000000027,0.0,0.0,75,1,531,Low,0
1,0,4,0,0,1,7.410000000000025,0.0,0.0,75,1,312,Low,0
2,0,4,0,0,1,6.670000000000016,0.0,0.0,20,1,242,Low,0
3,0,4,0,0,1,5.590000000000032,0.0,0.0,75,1,306,Low,0
4,0,4,0,0,1,4.770000000000039,0.0,0.0,75,1,830,Low,0
5,0,4,0,0,1,3.9500000000000455,0.0,0.0,40,1,2672,Medium,1
6,0,4,0,0,1,3.5200000000000387,0.0,0.0,75,1,5721,High,2
7,0,4,0,1,1,3.8500000000000227,0.0,0.0,75,1,6590,High,2
8,0,4,0,1,1,4.150000000000034,0.0,0.0,90,1,6017,High,2
9,0,4,0,1,1,6.350000000000023,0.0,0.0,90,1,5192,High,2
10,0,4,0,0,1,9.07000000000005,0.0,0.0,40,1,4485,Medium,1
11,0,4,0,0,1,11.660000000000025,0.0,0.0,40,1,4647,High,2
12,0,4,0,0,1,12.490000000000009,0.0,0.0,40,1,5116,High,2
13,0,4,0,0,1,13.330000000000041,0.0,0.0,40,1,5480,High,2
14,0,4,0,0,1,13.860000000000014,0.0,0.0,20,1,5485,High,2
15,0,4,0,0,1,14.04000000000002,0.0,0.0,40,1,5747,High,2
16,0,4,0,1,1,14.03000000000003,0.0,0.0,40,1,6216,High,2
17,0,4,0,1,1,13.850000000000023,0.0,0.0,40,1,5785,High,2
18,0,4,0,1,1,13.189999999999998,0.0,0.0,20,1,4312,Medium,1
19,0,4,0,0,1,12.460000000000036,0.0,0.0,20,1,3144,Medium,1
20,0,4,0,0,1,10.32000000000005,0.0,0.0,20,1,2775,Medium,1
21,0,4,0,0,1,8.720000000000027,0.0,0.0,20,1,2277,Medium,1
22,0,4,0,0,1,7.770000000000039,0.0,0.0,20,1,1632,Low,0
23,0,4,0,0,1,6.680000000000007,0.0,0.0,20,1,957,Low,0
0,1,4,0,0,1,5.890000000000043,0.0,0.0,1,0,502,Low,0
1,1,4,0,0,1,5.080000000000041,0.0,0.0,1,0,299,Low,0
2,1,4,0,0,1,4.360000000000014,0.0,0.0,1,0,231,Low,0
3,1,4,0,0,1,3.32000000000005,0.0,0.0,1,0,307,Low,0
4,1,4,0,0,1,2.7000000000000455,0.0,0.0,1,0,823,Low,0
5,1,4,0,0,1,2.0500000000000114,0.0,0.0,1,0,2780,Medium,1
6,1,4,0,0,1,1.330000000000041,0.0,0.0,20,1,5882,High,2
7,1,4,0,1,1,1.0300000000000296,0.0,0.0,20,1,6816,High,2
8,1,4,0,1,1,1.7800000000000296,0.0,0.0,1,0,6295,High,2
9,1,4,0,1,1,2.990000000000009,0.0,0.0,1,0,5226,High,2
10,1,4,0,0,1,4.770000000000039,0.0,0.0,20,1,4531,High,2
11,1,4,0,0,1,6.590000000000032,0.0,0.0,20,1,4755,High,2
12,1,4,0,0,1,8.340000000000032,0.0,0.0,20,1,5092,High,2
13,1,4,0,0,1,9.710000000000036,0.0,0.0,20,1,4968,High,2
14,1,4,0,0,1,10.220000000000027,0.0,0.0,20,1,5255,High,2
15,1,4,0,0,1,10.670000000000016,0.0,0.0,40,1,5991,High,2
16,1,4,0,1,1,10.689999999999998,0.0,0.0,40,1,6694,High,2
17,1,4,0,1,1,10.620000000000005,0.0,0.0,20,1,6437,High,2
18,1,4,0,1,1,10.140000000000043,0.0,0.0,20,1,4637,High,2
19,1,4,0,0,1,9.629999999999995,0.0,0.0,20,1,3357,Medium,1
20,1,4,0,0,1,7.930000000000007,0.0,0.0,40,1,2912,Medium,1
21,1,4,0,0,1,6.189999999999998,0.0,0.0,20,1,2793,Medium,1
22,1,4,0,0,1,3.5100000000000477,0.0,0.0,1,0,3702,Medium,1
23,1,4,0,0,1,2.5500000000000114,0.0,0.0,1,0,1204,Low,0
0,2,4,0,0,1,1.400000000000034,0.0,0.0,1,0,574,Low,0
1,2,4,0,0,1,0.4300000000000068,0.0,0.0,1,0,372,Low,0
2,2,4,0,0,1,0.2400000000000091,0.0,0.0,1,0,277,Low,0
3,2,4,0,0,1,0.410000000000025,0.0,0.0,20,1,375,Low,0
4,2,4,0,0,1,1.2000000000000455,0.0,0.0,75,1,846,Low,0
5,2,4,0,0,1,1.8600000000000136,0.0,0.0,75,1,2751,Medium,1
6,2,4,0,0,1,2.5300000000000296,0.0,0.0,75,1,5888,High,2
7,2,4,0,1,1,3.160000000000025,0.0,0.0,75,1,6972,High,2
8,2,4,0,1,1,4.590000000000032,0.0,0.0,75,1,6217,High,2
9,2,4,0,1,1,7.300000000000011,0.0,0.0,40,1,5418,High,2
10,2,4,0,0,1,9.450000000000045,0.0,0.0,40,1,5116,High,2
11,2,4,0,0,1,12.439999999999998,0.0,0.0,75,1,5330,High,2
12,2,4,0,0,1,14.230000000000018,0.0,0.0,75,1,4985,High,2
13,2,4,0,0,1,15.480000000000018,0.0,0.0,75,1,5065,High,2
14,2,4,0,0,1,17.370000000000005,0.0,0.0,75,1,5313,High,2
15,2,4,0,0,1,18.79000000000002,0.0,0.0,40,1,6112,High,2
16,2,4,0,1,1,20.170000000000016,0.0,0.0,75,1,6876,High,2
17,2,4,0,1,1,20.79000000000002,0.0,0.0,75,1,6582,High,2
18,2,4,0,1,1,21.410000000000025,0.0,0.0,75,1,4810,High,2
19,2,4,0,0,1,20.439999999999998,0.0,0.0,40,1,3316,Medium,1
20,2,4,0,0,1,17.879999999999995,0.0,0.0,75,1,2903,Medium,1
21,2,4,0,0,1,17.0,0.0,0.0,75,1,2619,Medium,1
22,2,4,0,0,1,17.629999999999995,0.0,0.0,75,1,1974,Low,0
23,2,4,0,0,1,17.07000000000005,0.0,0.0,90,1,1258,Low,0
0,3,4,0,0,1,16.689999999999998,0.0,0.0,90,1,608,Low,0
1,3,4,0,0,1,15.53000000000003,0.0,0.0,90,1,389,Low,0
2,3,4,0,0,1,13.170000000000016,0.0,0.0,90,1,265,Low,0
3,3,4,0,0,1,11.220000000000027,0.25,0.0,75,6,362,Low,0
4,3,4,0,0,1,10.330000000000041,0.25,0.0,90,6,839,Low,0
5,3,4,0,0,1,9.590000000000032,0.25,0.0,90,6,2793,Medium,1
6,3,4,0,0,1,8.29000000000002,0.0,0.0,90,1,5699,High,2
7,3,4,0,1,1,7.410000000000025,0.0,0.0,40,1,6699,High,2
8,3,4,0,1,1,8.129999999999995,0.0,0.0,20,1,6298,High,2
9,3,4,0,1,1,9.54000000000002,0.0,0.0,75,1,5379,High,2
10,3,4,0,0,1,11.220000000000027,0.0,0.0,40,1,4857,High,2
11,3,4,0,0,1,12.910000000000025,0.0,0.0,20,1,5269,High,2
12,3,4,0,0,1,13.860000000000014,0.0,0.0,20,1,5198,High,2
13,3,4,0,0,1,14.32000000000005,0.25,0.0,20,6,5035,High,2
14,3,4,0,0,1,14.879999999999995,0.0,0.0,20,1,5611,High,2
15,3,4,0,0,1,15.120000000000005,0.0,0.0,1,0,6128,High,2
16,3,4,0,1,1,15.510000000000048,0.0,0.0,20,1,6587,High,2
17,3,4,0,1,1,15.07000000000005,0.0,0.0,20,1,6352,High,2
18,3,4,0,1,1,14.510000000000048,0.0,0.0,40,1,4725,High,2
19,3,4,0,0,1,13.550000000000011,0.0,0.0,75,1,3487,Medium,1
20,3,4,0,0,1,12.610000000000014,0.0,0.0,40,1,3237,Medium,1
21,3,4,0,0,1,10.110000000000014,0.0,0.0,20,1,3724,Medium,1
22,3,4,0,0,1,7.980000000000018,0.0,0.0,20,1,3176,Medium,1
23,3,4,0,0,1,6.720000000000027,0.0,0.0,20,1,1391,Low,0
0,4,4,0,0,1,5.920000000000016,0.0,0.0,1,0,680,Low,0
1,4,4,0,0,1,5.470000000000027,0.0,0.0,40,1,373,Low,0
2,4,4,0,0,1,5.439999999999998,0.0,0.0,90,1,306,Low,0
3,4,4,0,0,1,5.53000000000003,0.0,0.0,90,1,430,Low,0
4,4,4,0,0,1,5.730000000000018,0.0,0.0,90,1,760,Low,0
5,4,4,0,0,1,5.830000000000041,0.0,0.0,90,1,2528,Medium,1
6,4,4,0,0,1,5.920000000000016,0.0,0.0,90,1,5651,High,2
7,4,4,0,1,1,6.060000000000002,0.0,0.0,90,1,6654,High,2
8,4,4,0,1,1,6.720000000000027,0.0,0.0,75,1,6160,High,2
9,4,4,0,1,1,7.939999999999998,0.0,0.0,75,1,5307,High,2
10,4,4,0,0,1,9.07000000000005,0.0,0.0,75,1,4792,High,2
11,4,4,0,0,1,11.0,0.0,0.0,40,1,5299,High,2
12,4,4,0,0,1,12.680000000000007,0.0,0.0,1,0,5345,High,2
13,4,4,0,0,1,14.680000000000007,0.0,0.0,1,0,5699,High,2
14,4,4,0,0,1,15.660000000000025,0.0,0.0,20,1,5842,High,2
15,4,4,0,0,1,16.420000000000016,0.0,0.0,20,1,6182,High,2
16,4,4,0,1,1,16.860000000000014,0.0,0.0,40,1,6719,High,2
17,4,4,0,1,1,17.010000000000048,0.0,0.0,40,1,6197,High,2
18,4,4,0,1,1,16.33000000000004,0.0,0.0,90,1,5297,High,2
19,4,4,0,0,1,15.550000000000011,0.0,0.0,90,1,3807,Medium,1
20,4,4,0,0,1,13.970000000000027,0.0,0.0,90,1,3217,Medium,1
21,4,4,0,0,1,11.990000000000009,0.0,0.0,1,0,2999,Medium,1
22,4,4,0,0,1,11.120000000000005,0.0,0.0,90,1,2606,Medium,1
23,4,4,0,0,1,11.080000000000041,0.0,0.0,90,1,1941,Low,0
0,5,4,1,0,1,11.110000000000014,0.0,0.0,90,1,1139,Low,0
1,5,4,1,0,1,11.270000000000039,0.0,0.0,90,1,683,Low,0
2,5,4,1,0,1,11.129999999999995,0.0,0.0,90,1,550,Low,0
3,5,4,1,0,1,10.82000000000005,0.0,0.0,90,1,385,Low,0
4,5,4,1,0,1,10.210000000000036,0.0,0.0,90,1,390,Low,0
5,5,4,1,0,1,9.400000000000034,0.25,0.0,90,6,720,Low,0
6,5,4,1,0,1,8.560000000000002,0.32,0.0,90,6,1393,Low,0
7,5,4,1,0,1,7.090000000000032,0.83,0.0,90,6,2394,Medium,1
8,5,4,1,0,1,6.7900000000000205,0.7,0.0,90,6,3178,Medium,1
9,5,4,1,0,1,6.7000000000000455,0.7,0.0,90,6,3740,Medium,1
10,5,4,1,0,1,7.28000000000003,0.25,0.0,90,6,4195,Medium,1
11,5,4,1,0,1,8.25,0.25,0.0,90,6,4682,High,2
12,5,4,1,0,1,9.730000000000018,0.0,0.0,20,1,5322,High,2
13,5,4,1,0,1,10.930000000000007,0.25,0.0,90,6,5099,High,2
14,5,4,1,0,1,11.760000000000048,0.0,0.0,90,1,4798,High,2
15,5,4,1,0,1,11.879999999999995,0.0,0.0,90,1,4776,High,2
16,5,4,1,0,1,12.150000000000034,0.25,0.0,90,6,4598,High,2
17,5,4,1,0,1,12.080000000000041,0.0,0.0,90,1,4390,Medium,1
18,5,4,1,0,1,11.560000000000002,0.0,0.0,90,1,4230,Medium,1
19,5,4,1,0,1,10.510000000000048,0.0,0.0,90,1,3357,Medium,1
20,5,4,1,0,1,9.379999999999995,0.25,0.0,90,6,2907,Medium,1
21,5,4,1,0,1,8.760000000000048,0.0,0.0,90,1,3265,Medium,1
22,5,4,1,0,1,8.0,0.0,0.0,90,1,3115,Medium,1
23,5,4,1,0,1,7.590000000000032,0.0,0.0,90,1,2094,Medium,1
0,6,4,1,0,1,7.210000000000036,0.0,0.0,90,1,1326,Low,0
1,6,4,1,0,1,6.720000000000027,0.0,0.0,90,1,770,Low,0
2,6,4,1,0,1,6.240000000000009,0.0,0.0,90,1,571,Low,0
3,6,4,1,0,1,6.090000000000032,0.0,0.0,90,1,364,Low,0
4,6,4,1,0,1,5.57000000000005,0.0,0.0,90,1,278,Low,0
5,6,4,1,0,1,5.390000000000043,0.0,0.0,90,1,451,Low,0
6,6,4,1,0,1,4.840000000000032,0.0,0.0,90,1,786,Low,0
7,6,4,1,0,1,4.7000000000000455,0.0,0.0,90,1,1159,Low,0
8,6,4,1,0,1,4.960000000000036,0.0,0.0,90,1,1851,Low,0
9,6,4,1,0,1,5.189999999999998,0.0,0.0,90,1,2628,Medium,1
10,6,4,1,0,1,5.360000000000014,0.0,0.0,90,1,3443,Medium,1
11,6,4,1,0,1,5.6200000000000045,0.0,0.0,90,1,3874,Medium,1
12,6,4,1,0,1,5.150000000000034,0.0,0.0,90,1,4388,Medium,1
13,6,4,1,0,1,4.75,0.0,0.0,90,1,4267,Medium,1
14,6,4,1,0,1,4.410000000000025,0.0,0.0,90,1,4251,Medium,1
15,6,4,1,0,1,4.430000000000007,0.0,0.0,90,1,4211,Medium,1
16,6,4,1,0,1,4.310000000000002,0.0,0.0,90,1,4198,Medium,1
17,6,4,1,0,1,4.0400000000000205,0.0,0.0,90,1,4134,Medium,1
18,6,4,1,0,1,3.7700000000000387,1.02,0.0,90,6,3511,Medium,1
19,6,4,1,0,1,3.2600000000000477,1.02,0.0,90,6,3009,Medium,1
20,6,4,1,0,1,2.740000000000009,0.0,0.0,90,1,2505,Medium,1
21,6,4,1,0,1,2.3000000000000114,0.0,0.0,90,1,3286,Medium,1
22,6,4,1,0,1,2.0600000000000023,0.0,0.0,90,1,2427,Medium,1
23,6,4,1,0,1,1.7700000000000387,0.0,0.0,90,1,1015,Low,0
0,0,4,0,0,1,0.8100000000000023,0.0,0.0,90,1,504,Low,0
1,0,4,0,0,1,0.1500000000000341,0.25,0.0,90,6,336,Low,0
2,0,4,0,0,1,-0.3499999999999659,0.25,0.0,90,6,254,Low,0
3,0,4,0,0,1,-0.8199999999999932,0.0,0.0,90,1,334,Low,0
4,0,4,0,0,1,-1.2899999999999636,0.0,0.0,90,1,801,Low,0
5,0,4,0,0,1,-1.7399999999999523,0.0,0.0,90,1,2742,Medium,1
6,0,4,0,0,1,-2.2899999999999636,0.0,0.0,75,1,5770,High,2
7,0,4,0,1,1,-2.3100000000000023,0.0,0.0,90,1,6794,High,2
8,0,4,0,1,1,-2.4499999999999886,0.0,0.0,90,1,6037,High,2
9,0,4,0,1,1,-1.9699999999999704,0.0,0.0,75,1,5064,High,2
10,0,4,0,0,1,-1.17999999999995,0.0,0.0,75,1,4446,Medium,1
11,0,4,0,0,1,-0.23999999999995225,0.0,0.0,40,1,4618,High,2
12,0,4,0,0,1,0.6000000000000227,0.0,0.0,75,1,4777,High,2
13,0,4,0,0,1,1.4600000000000364,0.0,0.0,75,1,4797,High,2
14,0,4,0,0,1,2.0300000000000296,0.0,0.0,40,1,5044,High,2
15,0,4,0,0,1,2.1299999999999955,0.0,0.0,75,1,5755,High,2
16,0,4,0,1,1,1.920000000000016,0.0,0.0,75,1,6353,High,2
17,0,4,0,1,1,1.8900000000000432,0.0,0.0,75,1,6037,High,2
18,0,4,0,1,1,1.2200000000000273,0.0,0.0,75,1,4219,Medium,1
19,0,4,0,0,1,0.5600000000000023,0.0,0.0,75,1,2939,Medium,1
20,0,4,0,0,1,-0.6399999999999864,0.0,0.0,40,1,2697,Medium,1
21,0,4,0,0,1,-1.3799999999999955,0.0,0.0,20,1,2264,Medium,1
22,0,4,0,0,1,-2.169999999999959,0.0,0.0,20,1,1528,Low,0
23,0,4,0,0,1,-2.6399999999999864,0.0,0.0,20,1,944,Low,0
0,1,4,0,0,1,-3.159999999999968,0.0,0.0,40,1,529,Low,0
1,1,4,0,0,1,-3.919999999999959,0.0,0.0,75,1,316,Low,0
2,1,4,0,0,1,-4.639999999999986,0.0,0.0,75,1,243,Low,0
3,1,4,0,0,1,-5.409999999999968,0.0,0.0,75,1,355,Low,0
4,1,4,0,0,1,-5.769999999999982,0.0,0.0,1,0,807,Low,0
5,1,4,0,0,1,-5.849999999999966,0.0,0.0,0,0,2712,Medium,1
6,1,4,0,0,1,-7.25,0.0,0.0,1,0,5938,High,2
7,1,4,0,1,1,-6.859999999999957,0.0,0.0,1,0,6595,High,2
8,1,4,0,1,1,-6.269999999999982,0.0,0.0,1,0,6271,High,2
9,1,4,0,1,1,-5.1299999999999955,0.0,0.0,1,0,5334,High,2
10,1,4,0,0,1,-3.7799999999999727,0.0,0.0,20,1,4644,High,2
11,1,4,0,0,1,-2.6299999999999955,0.0,0.0,1,0,4860,High,2
12,1,4,0,0,1,-1.5299999999999727,0.0,0.0,1,0,5064,High,2
13,1,4,0,0,1,-0.6099999999999568,0.0,0.0,20,1,5229,High,2
14,1,4,0,0,1,0.9000000000000341,0.0,0.0,20,1,5538,High,2
15,1,4,0,0,1,1.8400000000000318,0.0,0.0,20,1,6255,High,2
16,1,4,0,1,1,2.490000000000009,0.0,0.0,75,1,6877,High,2
17,1,4,0,1,1,2.8100000000000023,0.0,0.0,40,1,6447,High,2
18,1,4,0,1,1,2.640000000000043,0.0,0.0,75,1,4813,High,2
19,1,4,0,0,1,2.1100000000000136,0.0,0.0,90,1,3394,Medium,1
20,1,4,0,0,1,1.5,0.0,0.0,90,1,2801,Medium,1
21,1,4,0,0,1,1.2200000000000273,0.0,0.0,90,1,2502,Medium,1
22,1,4,0,0,1,0.9399999999999977,0.0,0.0,90,1,2017,Medium,1
23,1,4,0,0,1,1.0600000000000023,0.0,0.0,90,1,1031,Low,0
0,2,4,0,0,1,1.0300000000000296,0.0,0.0,90,1,546,Low,0
1,2,4,0,0,1,1.0200000000000387,0.0,0.0,90,1,306,Low,0
2,2,4,0,0,1,0.9200000000000159,0.0,0.0,90,1,261,Low,0
3,2,4,0,0,1,0.6100000000000136,0.0,0.0,90,1,357,Low,0
4,2,4,0,0,1,0.1500000000000341,0.0,0.0,90,1,822,Low,0
5,2,4,0,0,1,0.060000000000002274,0.0,0.0,90,1,2728,Medium,1
6,2,4,0,0,1,0.010000000000047748,0.0,0.0,90,1,5887,High,2
7,2,4,0,1,1,0.3300000000000409,0.0,0.0,90,1,6948,High,2
8,2,4,0,1,1,0.5900000000000318,0.0,0.0,90,1,5938,High,2
